Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
5,2013,3B,David Wright,30,112,492,430,63,132,23,6,18,58,17,3,55,79,0.307,0.39,0.514,0.904,156,221,11,5,0,2,5,Right,No
6,2013,LF,Eric Young Jr.,28,91,418,374,48,94,18,4,1,26,38,7,35,67,0.251,0.318,0.329,0.647,85,123,5,2,6,1,1,Right,Yes
7,2013,CF,Juan Lagares,24,121,421,392,35,95,21,5,4,34,6,3,20,96,0.242,0.281,0.352,0.633,80,138,6,2,5,2,4,Right,No
8,2013,RF,Marlon Byrd,35,117,464,425,61,121,26,5,21,71,2,4,25,124,0.285,0.33,0.518,0.848,138,220,6,7,1,6,2,Right,No
9,2013,UT,Lucas Duda,27,100,384,318,42,71,16,0,15,33,0,3,55,102,0.223,0.352,0.415,0.767,118,132,1,9,0,2,4,Left,No
10,2013,SS,Rubén Tejada,23,57,227,208,20,42,12,0,0,10,2,1,15,24,0.202,0.259,0.26,0.519,49,54,3,1,3,0,0,Right,No
11,2013,1B,Josh Satin,28,75,221,190,23,53,15,0,3,17,1,1,30,56,0.279,0.376,0.405,0.781,123,77,4,0,0,1,2,Right,No
12,2013,IF,Justin Turner,28,86,214,200,12,56,13,1,2,16,0,1,11,34,0.28,0.319,0.385,0.704,100,77,6,1,1,1,1,Right,No
13,2013,OF,Andrew Brown,28,68,165,150,16,34,5,0,7,24,1,0,13,44,0.227,0.288,0.4,0.688,94,60,3,0,2,0,0,Right,No
14,2013,RF,Mike Baxter,28,74,155,132,14,25,6,1,0,4,5,2,17,28,0.189,0.303,0.25,0.553,60,33,1,5,0,1,0,Left,No
15,2013,C,Anthony Recker,29,50,151,135,17,29,7,0,6,19,0,1,13,49,0.215,0.28,0.4,0.68,92,54,1,0,1,2,1,Right,No
16,2013,UT,Jordany Valdespin,25,66,144,133,16,25,3,1,4,16,4,3,8,28,0.188,0.25,0.316,0.566,60,42,1,3,0,0,0,Left,No
17,2013,C,Travis d'Arnaud,24,31,112,99,4,20,3,0,1,5,0,0,12,21,0.202,0.286,0.263,0.548,58,26,3,0,0,1,0,Right,No
18,2013,CF,Kirk Nieuwenhuis,25,47,108,95,10,18,3,1,3,14,2,0,12,32,0.189,0.278,0.337,0.615,75,32,1,0,0,1,1,Left,No
19,2013,3B,Wilmer Flores,21,27,101,95,8,20,5,0,1,13,0,0,5,23,0.211,0.248,0.295,0.542,54,28,1,0,0,1,0,Right,No
20,2013,CF,Rick Ankiel,33,20,71,66,7,12,4,1,2,7,0,1,5,25,0.182,0.239,0.364,0.603,69,24,1,0,0,0,0,Left,No
21,2013,OF,Collin Cowgill,27,23,63,61,7,11,2,0,2,8,0,0,2,15,0.18,0.206,0.311,0.518,45,19,0,0,0,0,0,Right,No
22,2013,OF,Matt den Dekker,25,27,63,58,7,12,1,0,1,6,4,1,4,23,0.207,0.27,0.276,0.546,56,16,0,1,0,0,0,Left,No
23,2013,CI,Zach Lutz,27,15,26,20,2,6,2,0,0,2,0,0,6,6,0.3,0.462,0.4,0.862,149,8,1,0,0,0,0,Right,No
24,2013,SS,Wilfredo Tovar,21,7,19,15,1,3,0,0,0,2,1,0,1,3,0.2,0.294,0.2,0.494,45,3,2,1,2,0,1,Right,No
25,2013,C,Juan Centeno,23,4,10,10,0,3,0,0,0,1,0,0,0,1,0.3,0.3,0.3,0.6,72,3,0,0,0,0,0,Left,No
26,2013,P,Dillon Gee,27,30,71,60,0,8,0,1,0,4,0,0,3,30,0.133,0.175,0.167,0.341,-2,10,0,0,8,0,0,Right,No
27,2013,P,Matt Harvey,24,26,64,58,2,5,2,0,0,2,0,0,1,27,0.086,0.102,0.121,0.222,-37,7,2,0,5,0,0,Right,No
28,2013,P,Jon Niese,26,22,45,39,6,8,2,0,0,4,0,0,4,17,0.205,0.279,0.256,0.535,54,10,1,0,2,0,0,Left,No
29,2013,P,Jeremy Hefner,27,23,39,32,0,0,0,0,0,1,0,0,1,21,0.0,0.059,0.0,0.059,-81,0,0,1,5,0,0,Right,No
30,2013,P,Zack Wheeler,23,16,34,30,1,4,1,0,0,2,0,0,1,13,0.133,0.161,0.167,0.328,-6,5,0,0,3,0,0,Left,No
31,2013,P,Shaun Marcum,31,14,27,22,0,3,1,0,0,0,0,0,0,5,0.136,0.174,0.182,0.356,2,4,0,1,4,0,0,Right,No
32,2013,P,Carlos Torres,30,32,18,16,0,1,0,0,0,1,0,0,1,8,0.063,0.118,0.063,0.18,-47,1,0,0,1,0,0,Right,No
33,2013,P,Daisuke Matsuzaka,32,6,13,12,0,3,0,0,0,1,0,0,0,5,0.25,0.25,0.25,0.5,44,3,0,0,1,0,0,Right,No
34,2013,P,Jenrry Mejia,23,6,11,11,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100,0,2,0,0,0,0,Right,No
35,2013,P,Aaron Harang,35,4,7,7,1,2,0,0,0,0,0,0,0,3,0.286,0.286,0.286,0.571,64,2,0,0,0,0,0,Right,No
36,2013,P,Aaron Laffey,28,3,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
37,2013,P,Collin McHugh,26,3,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,2013,P,Greg Burke,30,31,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,2013,P,Robert Carson,24,14,1,0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
40,2013,P,Gonzalez Germen,25,28,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
41,2013,P,David Aardsma,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,2013,P,Scott Rice,31,70,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
43,2013,P,Brandon Lyon,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
44,2013,P,Josh Edgin,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
45,2013,P,Jeurys Familia,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
46,2013,P,Bobby Parnell,28,46,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
47,2013,P,Frank Francisco,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
48,2013,P,Tim Byrdak,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
49,2013,P,Scott Atchison,37,48,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
50,2013,P,Sean Henn,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
51,2013,P,Pedro Feliciano,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
52,2013,P,Vic Black,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
53,2013,P,LaTroy Hawkins,40,69,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2012,C,Josh Thole,25,104,354,321,24,75,15,0,1,21,0,0,27,50,0.234,0.294,0.29,0.584,64,93,12,1,4,1,6,Left,No
2,2012,1B,Ike Davis,25,156,584,519,66,118,26,0,32,90,0,2,61,141,0.227,0.308,0.462,0.771,111,240,10,1,0,3,3,Left,No
3,2012,2B,Daniel Murphy,27,156,612,571,62,166,40,3,6,65,10,2,36,82,0.291,0.332,0.403,0.735,103,230,12,1,0,4,5,Left,No
4,2012,SS,Rubén Tejada,22,114,501,464,53,134,26,0,1,25,4,4,27,73,0.289,0.333,0.351,0.685,91,163,9,5,3,2,0,Right,No
5,2012,3B,David Wright,29,156,670,581,91,178,41,2,21,93,15,10,81,112,0.306,0.391,0.492,0.883,144,286,15,3,0,5,16,Right,No
6,2012,LF,Jason Bay,33,70,215,194,21,32,2,0,8,20,5,1,19,58,0.165,0.237,0.299,0.536,48,58,3,0,0,2,0,Right,No
7,2012,CF,Andres Torres,34,132,434,374,47,86,17,7,3,35,13,5,52,90,0.23,0.327,0.337,0.664,86,126,9,3,1,2,2,Right,Yes
8,2012,RF,Lucas Duda,26,121,459,401,43,96,15,0,15,57,1,0,51,120,0.239,0.329,0.389,0.718,99,156,5,4,0,3,0,Left,No
9,2012,OF,Scott Hairston,32,134,398,377,52,99,25,3,20,57,8,2,19,83,0.263,0.299,0.504,0.803,118,190,10,1,0,1,0,Right,No
10,2012,OF,Kirk Nieuwenhuis,24,91,314,282,40,71,12,1,7,28,4,4,25,98,0.252,0.315,0.376,0.691,91,106,2,2,3,2,0,Left,No
11,2012,RF,Mike Baxter,27,89,211,179,26,47,14,2,3,17,5,3,25,45,0.263,0.365,0.413,0.778,116,74,0,5,0,2,4,Left,No
12,2012,UT,Jordany Valdespin,24,94,206,191,28,46,9,1,8,26,10,3,10,44,0.241,0.286,0.424,0.71,94,81,2,2,3,0,0,Left,No
13,2012,MI,Ronny Cedeño,29,78,186,166,18,43,11,1,4,22,0,1,17,35,0.259,0.332,0.41,0.741,105,68,10,1,2,0,0,Right,No
14,2012,IF,Justin Turner,27,94,185,171,20,46,13,1,2,19,1,1,9,24,0.269,0.319,0.392,0.711,97,67,9,4,0,1,0,Right,No
15,2012,C,Mike Nickeas,29,47,122,109,8,19,3,0,1,13,0,0,8,27,0.174,0.242,0.229,0.471,32,25,1,2,2,1,0,Right,No
16,2012,C,Kelly Shoppach,32,28,87,79,7,16,2,0,3,10,0,0,5,27,0.203,0.276,0.342,0.618,71,27,0,3,0,0,2,Right,No
17,2012,SS,Omar Quintanilla,30,29,80,70,13,18,5,0,1,4,0,0,8,17,0.257,0.35,0.371,0.721,101,26,2,2,0,0,1,Left,No
18,2012,C,Rob Johnson,29,17,58,52,3,13,2,0,0,4,0,0,4,10,0.25,0.298,0.288,0.587,65,15,2,0,1,1,2,Right,No
19,2012,UT,Vinny Rottino,32,18,39,33,8,6,1,0,2,5,3,0,6,9,0.182,0.308,0.394,0.702,94,13,0,0,0,0,1,Right,No
20,2012,OF,Fred Lewis,31,18,25,20,2,3,0,0,0,0,0,0,4,5,0.15,0.32,0.15,0.47,37,3,0,1,0,0,1,Left,No
21,2012,1B,Zach Lutz,26,7,11,11,1,1,0,0,0,0,0,0,0,5,0.091,0.091,0.091,0.182,-49,1,0,0,0,0,0,Right,No
22,2012,,Josh Satin,27,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
23,2012,P,R.A. Dickey,37,33,83,72,3,11,0,0,0,3,0,0,0,14,0.153,0.164,0.153,0.317,-11,11,3,1,10,0,0,Right,No
24,2012,P,Jon Niese,25,28,68,55,8,12,0,0,0,2,0,0,6,19,0.218,0.295,0.218,0.513,46,12,0,0,7,0,0,Left,No
25,2012,P,Johan Santana,33,19,40,35,0,3,0,0,0,0,0,0,0,14,0.086,0.086,0.086,0.171,-52,3,0,0,5,0,0,Left,No
26,2012,P,Chris Young,33,19,36,31,0,4,2,0,0,2,0,0,1,11,0.129,0.156,0.194,0.35,-3,6,0,0,4,0,0,Right,No
27,2012,P,Dillon Gee,26,15,34,27,4,4,2,0,0,1,0,0,2,7,0.148,0.207,0.222,0.429,20,6,1,0,5,0,0,Right,No
28,2012,P,Jeremy Hefner,26,25,26,20,1,2,0,0,1,1,0,0,0,11,0.1,0.1,0.25,0.35,-7,5,0,0,6,0,0,Right,No
29,2012,P,Matt Harvey,23,10,21,18,0,6,2,0,0,3,0,0,0,7,0.333,0.333,0.444,0.778,114,8,0,0,3,0,0,Right,No
30,2012,P,Miguel Batista,41,26,7,6,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
31,2012,P,Mike Pelfrey,28,3,7,6,1,1,1,0,0,0,0,0,0,0,0.167,0.167,0.333,0.5,35,2,1,0,1,0,0,Right,No
32,2012,P,Jenrry Mejia,22,5,5,3,0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,2,0,0,Right,No
33,2012,P,Collin McHugh,25,8,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,2012,P,Chris Schwinden,25,3,4,4,0,1,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,40,1,0,0,0,0,0,Right,No
35,2012,P,Elvin Ramirez,24,18,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,2012,P,Jeurys Familia,22,8,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,2012,P,Bobby Parnell,27,70,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,Right,No
38,2012,P,Justin Hampson,32,13,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
39,2012,P,Ramon Ramirez,30,57,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,2012,P,Josh Edgin,25,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,2012,P,Manny Acosta,31,44,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,2012,P,Robert Carson,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
43,2012,P,Jon Rauch,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
44,2012,P,Frank Francisco,32,45,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
45,2012,P,D.J. Carrasco,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
46,2012,P,Tim Byrdak,38,51,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
47,2012,P,Pedro Beato,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
48,2012,P,Jack Egbert,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
49,2012,P,Garrett Olson,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2011,C,Josh Thole,24,114,386,340,22,91,17,0,3,40,0,2,38,47,0.268,0.345,0.344,0.69,94,117,8,4,1,3,6,Left,No
2,2011,1B,Daniel Murphy,26,109,423,391,49,125,28,2,6,49,5,5,24,42,0.32,0.362,0.448,0.809,126,175,14,3,3,2,2,Left,No
3,2011,2B,Justin Turner,26,117,487,435,49,113,30,0,4,51,7,2,39,59,0.26,0.334,0.356,0.69,94,155,9,10,2,1,2,Right,No
4,2011,SS,José Reyes,28,126,586,537,101,181,31,16,7,44,39,7,43,41,0.337,0.384,0.493,0.877,144,265,5,0,2,4,9,Right,Yes
5,2011,3B,David Wright,28,102,447,389,60,99,23,1,14,61,13,2,52,97,0.254,0.345,0.427,0.771,115,166,5,3,0,3,4,Right,No
6,2011,LF,Jason Bay,32,123,509,444,59,109,19,1,12,57,11,1,56,109,0.245,0.329,0.374,0.703,97,166,8,2,1,6,3,Right,No
7,2011,CF,Ángel Pagán,29,123,532,478,68,125,24,4,7,56,32,7,44,62,0.262,0.322,0.372,0.694,94,178,4,1,4,5,4,Right,Yes
8,2011,RF,Carlos Beltrán,34,98,419,353,61,102,30,2,15,66,3,0,60,61,0.289,0.391,0.513,0.904,151,181,9,2,0,4,6,Right,Yes
9,2011,MI,Rubén Tejada,21,96,376,328,31,93,15,1,0,36,5,1,35,50,0.284,0.36,0.335,0.696,97,110,6,6,4,3,3,Right,No
10,2011,UT,Lucas Duda,25,100,347,301,38,88,21,3,10,50,1,0,33,57,0.292,0.37,0.482,0.852,137,145,5,7,1,5,3,Left,No
11,2011,LF,Willie Harris,33,126,283,240,36,59,11,0,2,23,5,4,36,62,0.246,0.351,0.317,0.668,89,76,6,4,1,2,3,Left,No
12,2011,C,Ronny Paulino,30,78,248,228,19,61,13,0,2,19,0,0,15,38,0.268,0.312,0.351,0.663,86,80,9,1,1,3,3,Right,No
13,2011,CF,Jason Pridie,27,101,236,208,28,48,11,3,4,20,7,1,24,64,0.231,0.309,0.37,0.679,90,77,2,0,3,1,2,Left,No
14,2011,1B,Nick Evans,25,59,194,176,26,45,10,2,4,25,0,1,15,48,0.256,0.314,0.403,0.718,100,71,6,1,0,2,0,Right,No
15,2011,1B,Ike Davis,24,36,149,129,20,39,8,1,7,25,0,0,17,31,0.302,0.383,0.543,0.925,156,70,5,1,0,2,3,Left,No
16,2011,OF,Scott Hairston,31,79,145,132,20,31,8,1,7,24,1,1,11,34,0.235,0.303,0.47,0.773,113,62,2,2,0,0,2,Right,No
17,2011,C,Mike Nickeas,28,21,59,53,4,10,1,0,1,6,0,1,4,11,0.189,0.246,0.264,0.51,43,14,1,0,2,0,0,Right,No
18,2011,2B,Brad Emaus,25,14,42,37,2,6,0,0,0,1,0,0,4,9,0.162,0.262,0.162,0.424,23,6,3,1,0,0,1,Right,No
19,2011,OF,Mike Baxter,26,22,40,34,6,8,2,1,1,4,0,0,5,9,0.235,0.35,0.441,0.791,120,15,1,1,0,0,0,Left,No
20,2011,CI,Josh Satin,26,15,27,25,3,5,1,0,0,2,0,0,1,11,0.2,0.259,0.24,0.499,41,6,1,1,0,0,0,Right,No
21,2011,2B,Chin-lung Hu,27,22,23,20,2,1,0,0,0,1,1,0,1,11,0.05,0.091,0.05,0.141,-59,1,0,0,1,1,0,Right,No
22,2011,OF,Fernando Martinez,22,11,23,22,3,5,2,0,1,2,0,0,1,7,0.227,0.261,0.455,0.715,96,10,0,0,0,0,0,Left,No
23,2011,1B,Val Pascucci,32,10,11,11,1,3,0,0,1,2,0,0,0,3,0.273,0.273,0.545,0.818,123,6,0,0,0,0,0,Right,No
24,2011,P,R.A. Dickey,36,31,69,59,0,8,0,0,0,2,0,0,1,11,0.136,0.15,0.136,0.286,-19,8,1,0,9,0,0,Right,No
25,2011,P,Mike Pelfrey,27,31,63,55,1,6,2,0,0,4,0,0,4,14,0.109,0.169,0.145,0.315,-10,8,0,0,4,0,0,Right,No
26,2011,P,Chris Capuano,32,34,62,56,2,4,2,0,0,0,0,0,0,33,0.071,0.071,0.107,0.179,-51,6,1,0,6,0,0,Left,No
27,2011,P,Jon Niese,24,28,60,49,1,3,0,1,0,0,0,0,4,33,0.061,0.132,0.102,0.234,-33,5,0,0,7,0,0,Left,No
28,2011,P,Dillon Gee,25,29,58,46,3,5,0,0,0,4,0,0,2,22,0.109,0.16,0.109,0.269,-23,5,1,1,8,1,0,Right,No
29,2011,P,Chris Young,32,4,11,9,1,3,0,0,0,2,0,0,0,4,0.333,0.333,0.333,0.667,88,3,0,0,2,0,0,Right,No
30,2011,P,Miguel Batista,40,9,8,6,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,2,0,0,Right,No
31,2011,P,Chris Schwinden,24,4,7,6,1,1,0,0,0,0,0,0,1,2,0.167,0.286,0.167,0.452,31,1,0,0,0,0,0,Right,No
32,2011,P,Taylor Buchholz,29,22,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,2011,P,Francisco Rodríguez,29,39,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,2011,P,D.J. Carrasco,34,38,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,Right,No
35,2011,P,Josh Stinson,23,14,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
36,2011,P,Pat Misch,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,2011,P,Danny Herrera,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
38,2011,P,Manny Acosta,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
39,2011,P,Bobby Parnell,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,2011,P,Mike O'Connor,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
41,2011,P,Dale Thayer,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,2011,P,Tim Byrdak,37,68,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
43,2011,P,Jason Isringhausen,38,50,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
44,2011,P,Pedro Beato,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
45,2011,P,Ryota Igarashi,32,45,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
46,2011,P,Blaine Boyer,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2010,C,Rod Barajas,34,74,267,249,30,56,11,0,12,34,0,0,8,39,0.225,0.263,0.414,0.677,82,103,4,6,1,3,3,Right,No
2,2010,1B,Ike Davis,23,147,601,523,73,138,33,1,19,71,3,2,72,138,0.264,0.351,0.44,0.791,115,230,13,1,0,5,6,Left,No
3,2010,2B,Luis Castillo,34,86,299,247,28,58,4,2,0,17,8,3,39,25,0.235,0.337,0.267,0.604,68,66,6,0,11,2,1,Right,Yes
4,2010,SS,José Reyes,27,133,603,563,83,159,29,10,11,54,30,10,31,63,0.282,0.321,0.428,0.749,103,241,8,2,4,3,4,Right,Yes
5,2010,3B,David Wright,27,157,670,587,87,166,36,3,29,103,19,11,69,161,0.283,0.354,0.503,0.856,131,295,12,2,0,12,9,Right,No
6,2010,LF,Jason Bay,31,95,401,348,48,90,20,6,6,47,10,0,44,91,0.259,0.347,0.402,0.749,105,140,7,5,0,4,3,Right,No
7,2010,CF,Ángel Pagán,28,151,633,579,80,168,31,7,11,69,37,9,44,97,0.29,0.34,0.425,0.765,108,246,9,1,6,3,5,Right,Yes
8,2010,RF,Jeff Francoeur,26,124,447,401,43,95,16,2,11,54,8,2,29,76,0.237,0.293,0.369,0.662,80,148,7,7,0,10,8,Right,No
9,2010,MI,Rubén Tejada,20,78,255,216,28,46,12,0,1,15,2,2,22,38,0.213,0.305,0.282,0.588,62,61,2,8,6,3,3,Right,No
10,2010,CF,Carlos Beltrán,33,64,255,220,21,56,11,3,7,27,3,1,30,39,0.255,0.341,0.427,0.768,109,94,4,1,0,4,5,Right,Yes
11,2010,C,Josh Thole,23,73,227,202,17,56,7,1,3,17,1,0,24,25,0.277,0.357,0.366,0.723,99,74,8,1,0,0,1,Left,No
12,2010,2B,Alex Cora,34,62,187,169,14,35,6,3,0,20,4,1,10,16,0.207,0.265,0.278,0.543,49,47,4,4,2,2,1,Left,No
13,2010,OF,Chris Carter,27,100,180,167,15,44,9,0,4,24,1,2,12,17,0.263,0.317,0.389,0.706,92,65,2,1,0,0,0,Left,No
14,2010,C,Henry Blanco,38,50,144,130,10,28,5,0,2,8,1,0,11,26,0.215,0.271,0.3,0.571,56,39,1,0,0,3,2,Right,No
15,2010,OF,Jesús Feliciano,31,54,119,108,12,25,4,1,0,3,1,0,6,12,0.231,0.276,0.287,0.563,55,31,3,1,3,1,0,Left,No
16,2010,LF,Lucas Duda,24,29,92,84,11,17,6,0,4,13,0,0,6,22,0.202,0.261,0.417,0.678,82,35,2,1,0,1,0,Left,No
17,2010,IF,Fernando Tatís,35,41,72,65,6,12,4,0,2,6,0,0,6,19,0.185,0.254,0.338,0.592,60,22,1,0,1,0,0,Right,No
18,2010,OF,Gary Matthews,35,36,65,58,9,11,3,0,0,1,1,0,6,24,0.19,0.266,0.241,0.507,40,14,1,0,1,0,1,Right,Yes
19,2010,CI,Mike Hessman,32,32,65,55,6,7,2,1,1,6,0,0,8,23,0.127,0.262,0.255,0.516,42,14,2,2,0,0,1,Right,No
20,2010,MI,Luis Hernández,26,17,47,44,4,11,1,0,2,6,1,0,2,7,0.25,0.298,0.409,0.707,91,18,1,1,0,0,0,Right,Yes
21,2010,OF,Nick Evans,24,20,37,36,5,11,3,0,1,5,0,0,1,10,0.306,0.324,0.472,0.797,115,17,1,0,0,0,0,Right,No
22,2010,MI,Joaquín Arias,25,22,33,30,5,6,1,0,0,4,0,0,2,6,0.2,0.25,0.233,0.483,34,7,0,0,1,0,0,Right,No
23,2010,1B,Mike Jacobs,29,7,28,24,1,5,1,0,1,2,0,0,3,7,0.208,0.296,0.375,0.671,82,9,0,0,1,0,0,Left,No
24,2010,UT,Frank Catalanotto,36,25,26,25,2,4,1,0,0,1,0,0,1,5,0.16,0.192,0.2,0.392,8,5,0,0,0,0,0,Left,No
25,2010,OF,Fernando Martinez,21,7,22,18,1,3,0,0,0,2,0,1,1,5,0.167,0.273,0.167,0.439,24,3,0,2,0,1,0,Left,No
26,2010,C,Mike Nickeas,27,5,10,10,0,2,0,0,0,0,0,0,0,5,0.2,0.2,0.2,0.4,10,2,1,0,0,0,0,Right,No
27,2010,IF,Justin Turner,25,4,9,8,1,1,1,0,0,0,0,0,1,0,0.125,0.222,0.25,0.472,29,2,0,0,0,0,0,Right,No
28,2010,P,Mike Pelfrey,26,32,70,62,2,7,0,0,0,3,0,0,2,13,0.113,0.141,0.113,0.254,-29,7,2,0,6,0,0,Right,No
29,2010,P,Johan Santana,31,27,67,62,2,11,3,0,1,1,0,0,0,22,0.177,0.177,0.274,0.452,21,17,0,0,5,0,0,Left,No
