Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
18,1987,MI,Al Pedrique,26,5,7,6,1,0,0,0,0,0,0,0,1,2,0.0,0.143,0.0,0.143,-57,0,0,0,0,0,0,Right,No
19,1987,,Gregg Jefferies,19,6,6,6,0,3,1,0,0,2,0,0,0,0,0.5,0.5,0.667,1.167,213,4,0,0,0,0,0,Right,Yes
20,1987,1B,Clint Hurdle,29,3,3,3,1,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,82,1,0,0,0,0,0,Left,No
21,1987,,Randy Milligan,25,3,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,51,0,0,0,0,0,0,Right,No
22,1987,P,Ron Darling,26,32,77,65,5,8,5,0,0,4,0,0,2,22,0.123,0.149,0.2,0.349,-6,13,0,0,10,0,0,Right,No
23,1987,P,Dwight Gooden,22,25,71,64,4,14,0,0,0,4,0,0,1,9,0.219,0.227,0.219,0.446,22,14,1,0,5,1,0,Right,No
24,1987,P,Sid Fernandez,24,29,55,43,2,7,1,1,0,2,0,0,1,19,0.163,0.178,0.233,0.41,10,10,2,0,10,1,0,Left,No
25,1987,P,Rick Aguilera,25,18,47,40,5,9,1,0,1,3,0,0,1,17,0.225,0.244,0.325,0.569,53,13,0,0,6,0,0,Right,No
26,1987,P,John Mitchell,21,20,41,35,1,4,1,0,0,1,0,0,0,14,0.114,0.114,0.143,0.257,-31,5,0,0,5,0,0,Right,No
27,1987,P,Terry Leach,33,44,39,33,1,2,0,0,0,0,0,0,2,14,0.061,0.114,0.061,0.175,-51,2,0,0,4,0,0,Right,No
28,1987,P,David Cone,24,21,35,31,0,2,1,0,0,0,0,0,0,14,0.065,0.094,0.097,0.191,-48,3,0,1,3,0,0,Left,No
29,1987,P,Bob Ojeda,29,10,16,14,3,1,0,0,0,0,0,0,2,4,0.071,0.188,0.071,0.259,-26,1,0,0,0,0,0,Left,No
30,1987,P,Roger McDowell,26,56,14,13,1,3,1,0,0,0,0,0,1,5,0.231,0.286,0.308,0.593,61,4,0,0,0,0,0,Right,No
31,1987,P,Jesse Orosco,30,58,9,8,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
32,1987,P,Randy Myers,24,54,7,7,1,2,0,0,0,0,0,0,0,3,0.286,0.286,0.286,0.571,56,2,0,0,0,0,0,Left,No
33,1987,P,Doug Sisk,29,55,5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,1987,P,Don Schulze,24,5,5,2,1,0,0,0,0,1,0,0,2,2,0.0,0.5,0.0,0.5,51,0,0,0,1,0,0,Right,No
35,1987,P,John Candelaria,33,3,5,5,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,9,1,0,0,0,0,0,Left,No
36,1987,P,Gene Walter,26,21,3,1,0,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,51,0,0,0,1,0,0,Left,No
37,1987,P,Tom Edens,26,2,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,1987,P,Jeff Innis,24,17,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,1987,P,Bob Gibson,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1986,C,Gary Carter,32,132,573,490,81,125,14,2,24,105,1,0,62,63,0.255,0.337,0.439,0.776,115,215,21,6,0,15,9,Right,No
2,1986,1B,Keith Hernandez,32,149,652,551,94,171,34,1,13,83,2,1,94,69,0.31,0.413,0.446,0.859,140,246,14,4,0,3,9,Left,No
3,1986,2B,Wally Backman,26,124,440,387,67,124,18,2,1,27,13,7,36,32,0.32,0.376,0.385,0.761,113,149,3,0,14,3,1,Right,Yes
4,1986,SS,Rafael Santana,28,139,436,394,38,86,11,0,1,28,0,0,36,43,0.218,0.285,0.254,0.539,52,100,15,2,1,3,12,Right,No
5,1986,3B,Ray Knight,33,137,541,486,51,145,24,2,11,76,2,1,40,63,0.298,0.351,0.424,0.775,115,206,19,4,3,8,2,Right,No
6,1986,LF,George Foster,37,72,256,233,28,53,6,1,13,38,1,1,21,53,0.227,0.289,0.429,0.718,98,100,7,0,0,2,1,Right,No
7,1986,CF,Lenny Dykstra,23,147,498,431,77,127,27,7,8,45,31,7,58,55,0.295,0.377,0.445,0.822,129,192,4,0,7,2,1,Left,No
8,1986,RF,Darryl Strawberry,24,136,562,475,76,123,27,5,27,93,28,12,72,141,0.259,0.358,0.507,0.865,139,241,4,6,0,9,9,Left,No
9,1986,OF,Mookie Wilson,30,123,416,381,61,110,17,5,9,45,25,7,32,72,0.289,0.345,0.43,0.775,115,164,5,1,0,1,5,Right,Yes
10,1986,UT,Kevin Mitchell,24,108,364,328,51,91,22,2,12,43,3,3,33,61,0.277,0.344,0.466,0.811,124,153,6,1,1,1,0,Right,No
11,1986,2B,Tim Teufel,27,93,318,279,35,69,20,1,4,31,1,2,32,42,0.247,0.324,0.369,0.693,93,103,6,1,3,3,1,Right,No
12,1986,IF,Howard Johnson,25,88,253,220,30,54,14,0,10,39,8,1,31,64,0.245,0.341,0.445,0.787,118,98,2,1,1,0,8,Right,Yes
13,1986,LF,Danny Heep,28,86,227,195,24,55,8,2,5,33,1,4,30,31,0.282,0.379,0.421,0.799,123,82,3,1,0,1,5,Left,No
14,1986,C,Ed Hearn,25,49,151,136,16,36,5,0,4,10,0,1,12,19,0.265,0.322,0.39,0.712,98,53,4,0,2,1,0,Right,No
15,1986,UT,Lee Mazzilli,31,39,72,58,10,16,3,0,2,7,1,1,12,11,0.276,0.417,0.431,0.848,137,25,1,2,0,0,1,Right,Yes
16,1986,SS,Kevin Elster,21,19,33,30,3,5,1,0,0,0,0,0,3,8,0.167,0.242,0.2,0.442,25,6,0,0,0,0,1,Right,No
17,1986,OF,Stan Jefferson,23,14,27,24,6,5,1,0,1,3,0,0,2,8,0.208,0.296,0.375,0.671,86,9,1,1,0,0,0,Right,Yes
18,1986,C,John Gibbons,24,8,22,19,4,9,4,0,1,1,0,0,3,5,0.474,0.545,0.842,1.388,281,16,1,0,0,0,1,Right,No
19,1986,1B,Dave Magadan,23,10,21,18,3,8,0,0,0,3,0,0,3,1,0.444,0.524,0.444,0.968,173,8,1,0,0,0,0,Left,No
20,1986,C,Barry Lyons,26,6,10,9,1,0,0,0,0,2,0,0,1,2,0.0,0.1,0.0,0.1,-70,0,0,0,0,0,1,Right,No
21,1986,1B,Tim Corcoran,33,6,9,7,1,0,0,0,0,0,0,0,2,0,0.0,0.222,0.0,0.222,-32,0,0,0,0,0,1,Left,No
22,1986,P,Dwight Gooden,21,33,97,81,5,7,0,1,0,4,0,0,2,16,0.086,0.119,0.111,0.23,-35,9,3,1,13,0,0,Right,No
23,1986,P,Ron Darling,25,34,94,81,4,8,2,0,0,0,0,0,3,29,0.099,0.131,0.123,0.254,-29,10,0,0,10,0,0,Right,No
24,1986,P,Bob Ojeda,28,32,80,71,3,8,0,0,0,0,0,0,1,30,0.113,0.125,0.113,0.238,-33,8,0,0,8,0,0,Left,No
25,1986,P,Sid Fernandez,23,32,77,68,6,11,3,0,0,4,1,0,3,23,0.162,0.197,0.206,0.403,13,14,2,0,6,0,0,Left,No
26,1986,P,Rick Aguilera,24,32,57,51,4,8,0,0,2,6,0,0,3,12,0.157,0.204,0.275,0.478,32,14,0,0,3,0,0,Right,No
27,1986,P,Roger McDowell,25,75,20,18,1,5,0,0,0,3,0,0,1,4,0.278,0.316,0.278,0.594,67,5,0,0,1,0,0,Right,No
28,1986,P,Rick Anderson,29,15,12,11,1,1,0,0,0,0,0,0,0,4,0.091,0.091,0.091,0.182,-49,1,0,0,1,0,0,Right,No
29,1986,P,Bruce Berenyi,31,14,12,11,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
30,1986,P,Randy Niemann,30,31,7,6,1,2,0,0,0,0,0,0,1,1,0.333,0.429,0.333,0.762,116,2,0,0,0,0,0,Left,No
31,1986,P,Jesse Orosco,29,58,6,3,1,0,0,0,0,1,0,0,2,0,0.0,0.333,0.0,0.333,1,0,0,0,0,1,0,Right,No
32,1986,P,Doug Sisk,28,41,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,1986,P,John Mitchell,20,4,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,1986,P,Randy Myers,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
35,1986,P,Terry Leach,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
36,1986,P,Ed Lynch,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1985,C,Gary Carter,31,149,633,555,83,156,17,1,32,100,1,1,69,46,0.281,0.365,0.488,0.853,138,271,18,6,0,3,16,Right,No
2,1985,1B,Keith Hernandez,31,158,682,593,87,183,34,4,10,91,3,3,77,59,0.309,0.384,0.43,0.814,129,255,14,2,0,10,15,Left,No
3,1985,2B,Wally Backman,25,145,574,520,77,142,24,5,1,38,30,12,36,72,0.273,0.32,0.344,0.664,87,179,3,1,14,3,1,Right,Yes
4,1985,SS,Rafael Santana,27,154,564,529,41,136,19,1,1,29,1,0,29,54,0.257,0.295,0.302,0.597,69,160,14,0,4,2,12,Right,No
5,1985,3B,Howard Johnson,24,126,428,389,38,94,18,4,11,46,6,4,34,78,0.242,0.3,0.393,0.693,94,153,6,0,1,4,10,Right,Yes
6,1985,LF,George Foster,36,129,504,452,57,119,24,1,21,77,0,1,46,87,0.263,0.331,0.46,0.792,121,208,8,2,0,4,5,Right,No
7,1985,CF,Mookie Wilson,29,93,367,337,56,93,16,8,6,26,24,9,28,52,0.276,0.331,0.424,0.755,111,143,9,0,1,1,6,Right,Yes
8,1985,RF,Darryl Strawberry,23,111,470,393,78,109,15,4,29,79,26,11,73,96,0.277,0.389,0.557,0.947,164,219,9,1,0,3,13,Left,No
9,1985,OF,Danny Heep,27,95,305,271,26,76,17,0,7,42,2,2,27,27,0.28,0.341,0.421,0.762,113,114,12,1,0,6,1,Left,No
10,1985,3B,Ray Knight,32,90,290,271,22,59,12,0,6,36,1,1,13,32,0.218,0.252,0.328,0.58,62,89,17,1,0,5,1,Right,No
11,1985,CF,Lenny Dykstra,22,83,273,236,40,60,9,3,1,19,15,2,30,24,0.254,0.338,0.331,0.669,89,78,4,1,4,2,0,Left,No
12,1985,2B,Kelvin Chapman,29,62,159,144,16,25,3,0,0,7,5,4,9,15,0.174,0.231,0.194,0.425,21,28,2,2,3,1,0,Right,No
13,1985,RF,John Christensen,24,51,133,113,10,21,4,1,3,13,1,2,19,23,0.186,0.303,0.319,0.622,75,36,3,0,1,0,1,Right,No
14,1985,RF,Tom Paciorek,38,46,124,116,14,33,3,1,1,11,1,0,6,14,0.284,0.325,0.353,0.679,91,41,2,1,1,0,1,Right,No
15,1985,UT,Clint Hurdle,27,43,97,82,7,16,4,0,3,7,0,1,13,20,0.195,0.313,0.354,0.666,87,29,1,1,1,0,3,Left,No
16,1985,OF,Rusty Staub,41,54,55,45,2,12,3,0,1,8,0,0,10,4,0.267,0.4,0.4,0.8,126,18,1,0,0,0,3,Left,No
17,1985,IF,Ron Gardenhire,27,26,49,39,5,7,2,1,0,2,0,0,8,11,0.179,0.319,0.282,0.601,71,11,2,0,2,0,0,Right,No
18,1985,C,Ronn Reynolds,26,28,46,43,4,9,2,0,0,1,0,0,0,18,0.209,0.227,0.256,0.483,36,11,1,1,2,0,0,Right,No
19,1985,MI,Larry Bowa,39,14,22,19,2,2,1,0,0,2,0,0,2,2,0.105,0.19,0.158,0.348,-1,3,0,0,1,0,0,Right,Yes
20,1985,OF,Terry Blocker,25,18,16,15,1,1,0,0,0,0,0,0,1,2,0.067,0.125,0.067,0.192,-44,1,0,0,0,0,0,Left,No
21,1985,OF,Billy Beane,23,8,8,8,0,2,1,0,0,1,0,0,0,3,0.25,0.25,0.375,0.625,74,3,0,0,0,0,0,Right,No
22,1985,P,Dwight Gooden,20,35,107,93,11,21,2,0,1,9,0,0,5,15,0.226,0.265,0.28,0.545,54,26,1,0,9,0,0,Right,No
23,1985,P,Ron Darling,24,42,93,76,9,13,4,0,0,0,1,0,4,25,0.171,0.213,0.224,0.436,23,17,0,0,13,0,0,Right,No
24,1985,P,Ed Lynch,29,31,64,52,1,4,0,0,0,0,0,0,3,30,0.077,0.127,0.077,0.204,-41,4,1,0,9,0,0,Right,No
25,1985,P,Sid Fernandez,22,26,59,52,2,11,0,1,0,1,0,0,0,26,0.212,0.212,0.25,0.462,30,13,1,0,7,0,0,Left,No
26,1985,P,Rick Aguilera,23,22,44,36,1,10,2,0,0,2,0,0,1,5,0.278,0.297,0.333,0.631,77,12,1,0,7,0,0,Right,No
27,1985,P,Roger McDowell,24,62,22,19,1,3,1,0,0,1,0,0,1,7,0.158,0.2,0.211,0.411,16,4,0,0,2,0,0,Right,No
28,1985,P,Terry Leach,31,22,14,12,1,2,1,0,0,0,0,0,1,8,0.167,0.231,0.25,0.481,35,3,0,0,1,0,0,Right,No
29,1985,P,Doug Sisk,27,42,12,12,1,0,0,0,0,1,0,0,0,7,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
30,1985,P,Jesse Orosco,28,54,9,7,0,3,0,0,0,0,0,0,0,1,0.429,0.429,0.429,0.857,142,3,0,0,2,0,0,Right,No
31,1985,P,Calvin Schiraldi,23,10,8,8,0,1,0,0,0,0,0,0,0,4,0.125,0.125,0.125,0.25,-29,1,1,0,0,0,0,Right,No
32,1985,P,Tom Gorman,27,34,6,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Left,No
33,1985,P,Bruce Berenyi,30,3,6,4,1,1,1,0,0,1,0,0,0,2,0.25,0.25,0.5,0.75,106,2,0,0,2,0,0,Right,No
34,1985,P,Bill Latham,24,7,5,3,1,1,0,0,0,1,0,0,1,0,0.333,0.5,0.333,0.833,140,1,0,0,1,0,0,Left,No
35,1985,P,Randy Myers,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
36,1985,P,Wes Gardner,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,1985,P,Joe Sambito,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
38,1985,P,Randy Niemann,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1984,C,Mike Fitzgerald,23,112,394,360,20,87,15,1,2,33,1,0,24,71,0.242,0.288,0.306,0.593,68,110,17,1,5,4,7,Right,No
